Index,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8355,4,66,Yes,5,4,48
8356,4,76,Yes,4,7,61
8357,1,88,Yes,4,9,59
8358,2,73,No,4,0,50
8359,1,57,No,7,2,33
8360,6,81,No,4,8,65
8361,3,49,Yes,4,0,26
8362,7,77,Yes,4,7,69
8363,5,98,No,9,5,87
8364,9,83,Yes,8,9,85
8365,7,56,Yes,9,4,46
8366,4,98,No,8,5,82
8367,5,52,Yes,7,4,36
8368,5,91,Yes,7,8,77
8369,5,99,No,5,1,85
8370,9,87,Yes,9,9,85
8371,3,81,Yes,8,5,62
8372,6,66,Yes,7,3,54
8373,8,92,Yes,7,2,89
8374,9,41,No,9,4,35
8375,7,73,No,5,1,65
8376,3,70,Yes,4,2,52
8377,1,62,No,6,6,37
8378,4,46,No,5,0,27
8379,6,77,No,6,1,60
8380,3,72,Yes,5,2,52
8381,1,51,Yes,5,9,28
8382,6,84,No,4,6,72
8383,1,51,No,7,3,23
8384,9,58,No,8,7,59
8385,1,48,No,5,7,20
8386,6,49,Yes,4,0,38
8387,1,56,No,6,4,31
8388,7,89,Yes,9,0,81
8389,3,79,Yes,9,6,66
8390,6,78,Yes,7,3,68
8391,7,80,Yes,9,7,75
8392,1,49,Yes,5,7,24
8393,1,51,Yes,6,8,26
8394,5,54,Yes,5,5,39
8395,6,70,No,9,6,61
8396,9,54,Yes,8,6,52
8397,1,67,No,9,4,38
8398,4,43,No,8,6,25
8399,8,75,No,9,8,73
8400,9,94,No,7,3,93
8401,3,40,No,6,1,16
8402,2,97,Yes,8,7,75
8403,4,83,Yes,4,6,64
8404,2,96,No,7,5,77
8405,1,73,No,5,6,44
8406,3,86,No,9,2,66
8407,7,56,Yes,6,5,48
8408,1,78,No,6,9,50
8409,2,77,Yes,9,6,56
8410,1,83,Yes,4,6,55
8411,8,90,No,8,4,83
8412,5,72,Yes,9,2,58
8413,8,99,Yes,6,1,93
8414,3,60,Yes,4,6,38
8415,7,65,No,4,3,55
8416,8,85,No,5,1,80
8417,6,75,No,4,7,64
8418,7,44,No,7,1,37
8419,2,72,No,6,5,49
8420,8,40,No,7,3,33
8421,5,92,No,4,8,78
8422,7,45,No,4,4,31
8423,1,76,Yes,7,3,53
8424,5,41,No,5,7,25
8425,1,96,Yes,4,2,69
8426,8,92,Yes,7,8,89
8427,4,98,No,7,7,80
8428,4,98,Yes,6,7,80
8429,2,44,Yes,5,9,22
8430,5,65,No,8,4,52
8431,1,80,Yes,7,0,59
8432,9,90,No,6,9,88
8433,5,92,Yes,8,8,81
8434,6,86,Yes,6,1,79
8435,2,52,No,6,0,28
8436,1,51,Yes,9,5,28
8437,4,44,Yes,5,0,19
8438,7,41,No,4,9,31
8439,6,98,No,5,9,87
8440,1,43,Yes,8,9,17
8441,1,98,Yes,9,6,75
8442,8,66,No,5,6,61
8443,4,89,Yes,4,0,72
8444,5,92,No,5,9,78
8445,7,49,No,5,4,36
8446,8,52,No,5,2,45
8447,7,83,Yes,7,1,74
8448,2,41,Yes,7,4,17
8449,4,65,Yes,5,4,47
8450,1,54,No,4,1,25
8451,9,85,Yes,4,5,81
8452,3,96,No,4,6,74
8453,3,49,Yes,4,0,30
8454,9,61,No,9,2,59
8455,3,79,No,9,3,60
8456,8,64,Yes,6,1,58
8457,2,54,No,5,9,28
8458,3,52,Yes,5,4,33
8459,2,47,Yes,6,3,30
8460,1,60,Yes,4,1,31
8461,2,60,Yes,8,0,36
8462,8,61,Yes,8,7,56
8463,9,85,No,6,1,82
8464,2,72,Yes,8,3,50
8465,7,84,No,7,9,76
8466,5,66,Yes,5,4,52
8467,3,79,No,8,1,60
8468,9,89,No,9,9,91
8469,6,61,Yes,9,8,52
8470,1,69,No,7,1,43
8471,5,48,Yes,5,5,32
8472,7,84,Yes,7,6,77
8473,4,74,Yes,5,5,55
8474,8,57,No,5,3,52
8475,5,81,No,8,0,68
8476,9,44,No,9,1,41
8477,9,66,No,6,9,63
8478,9,96,Yes,8,9,99
8479,1,45,Yes,4,5,17
8480,2,71,No,7,7,47
8481,3,47,No,4,2,24
8482,4,95,Yes,5,6,80
8483,9,78,No,8,8,79
8484,6,60,Yes,4,3,49
8485,1,57,No,4,6,27
8486,9,53,No,9,6,51
8487,6,54,No,4,9,41
8488,4,81,Yes,9,8,67
8489,4,65,Yes,9,2,48
8490,3,92,No,5,0,72
8491,7,83,No,9,7,75
8492,3,71,No,5,3,48
8493,2,78,No,9,1,58
8494,8,67,No,9,4,62
8495,4,99,No,5,3,83
8496,8,78,No,4,0,68
8497,1,82,No,7,6,55
8498,5,71,Yes,8,3,55
8499,9,52,Yes,8,7,49
8500,1,54,Yes,5,8,27
8501,4,57,Yes,4,7,38
8502,6,78,No,7,0,66
8503,8,45,Yes,6,7,37
8504,3,94,Yes,5,4,72
8505,5,50,No,6,0,34
8506,7,71,Yes,8,8,68
8507,1,79,Yes,8,8,56
8508,7,59,Yes,7,6,52
8509,8,72,Yes,7,6,67
8510,8,79,Yes,6,0,69
8511,9,47,No,8,8,45
8512,6,90,No,7,0,76
8513,6,74,No,7,6,65
8514,2,44,Yes,8,8,26
8515,3,74,Yes,8,8,54
8516,4,86,Yes,4,4,68
8517,4,53,No,9,5,34
8518,8,60,Yes,7,1,56
8519,1,86,Yes,6,1,63
8520,4,63,Yes,5,9,47
8521,4,56,Yes,5,8,40
8522,1,57,No,8,0,31
8523,3,73,No,9,9,56
8524,5,51,Yes,6,4,36
8525,6,55,No,4,6,41
8526,9,43,No,7,9,43
8527,9,64,No,4,5,61
8528,9,73,Yes,6,5,69
8529,1,67,No,4,5,44
8530,9,85,No,8,7,82
8531,8,50,Yes,5,6,48
8532,2,52,No,8,4,27
8533,1,70,No,7,9,45
8534,1,99,No,8,1,75
8535,6,64,Yes,6,9,54
8536,9,78,Yes,6,5,76
8537,7,49,No,7,9,44
8538,5,63,Yes,7,4,50
8539,2,40,Yes,5,3,17
8540,1,92,Yes,4,9,66
8541,2,64,No,5,4,42
8542,1,67,No,8,8,42
8543,3,75,Yes,4,1,56
8544,6,57,No,7,5,48
8545,8,45,Yes,6,8,40
8546,3,41,Yes,8,9,24
8547,9,42,No,5,4,38
8548,5,85,Yes,9,5,73
8549,7,47,Yes,9,9,40
8550,8,70,Yes,7,3,62
8551,3,87,Yes,4,4,65
8552,2,58,No,9,7,37
8553,2,89,Yes,4,0,68
8554,5,45,No,6,0,30
8555,1,53,Yes,7,9,31
8556,2,42,No,7,3,15
8557,9,87,Yes,8,9,89
8558,7,40,Yes,8,2,33
8559,6,83,No,4,4,72
8560,9,69,No,9,9,64
8561,7,85,Yes,9,7,78
8562,5,58,Yes,5,0,40
8563,9,93,Yes,4,4,91
8564,6,58,Yes,9,4,49
8565,6,48,Yes,8,1,38
8566,4,46,No,8,4,28
8567,1,85,No,8,7,62
8568,5,76,Yes,4,9,62
8569,9,89,No,7,6,89
8570,8,80,No,5,1,74
8571,8,92,Yes,5,5,85
8572,5,46,No,8,9,33
8573,9,48,Yes,6,0,41
8574,3,43,No,4,9,24
8575,3,64,No,9,9,47
8576,1,88,No,9,2,65
8577,9,51,No,7,5,50
8578,6,45,No,8,8,35
8579,2,57,Yes,6,0,30
8580,8,79,No,8,5,76
8581,9,60,Yes,6,1,55
8582,9,54,No,5,8,49
8583,2,42,No,6,1,19
8584,2,41,No,5,2,15
8585,7,95,Yes,5,1,86
8586,4,94,No,4,3,77
8587,1,80,No,6,3,55
8588,8,79,Yes,7,9,77
8589,2,98,Yes,7,0,74
8590,3,43,Yes,6,7,23
8591,5,71,No,4,4,56
8592,3,41,No,7,7,18
8593,7,85,No,8,5,76
8594,7,68,No,7,1,57
8595,2,41,Yes,4,6,13
8596,7,73,Yes,5,9,64
8597,6,66,No,5,8,54
8598,9,99,Yes,5,6,97
8599,9,93,Yes,4,4,89
8600,2,78,Yes,5,3,53
8601,7,83,No,5,7,74
8602,5,77,Yes,4,5,61
8603,6,57,No,8,4,41
8604,1,75,No,7,6,48
8605,7,58,No,4,2,48
8606,6,66,Yes,4,8,54
8607,4,84,Yes,6,3,67
8608,1,59,Yes,5,3,34
8609,9,60,Yes,9,7,60
8610,4,62,No,8,5,46
8611,2,69,No,9,0,45
8612,8,64,No,6,1,56
8613,2,70,Yes,8,8,49
8614,5,66,Yes,5,5,49
8615,6,73,Yes,9,6,65
8616,8,47,No,5,8,39
8617,1,58,No,5,2,33
8618,1,80,Yes,7,4,55
8619,4,65,No,8,4,50
8620,5,67,No,8,9,52
8621,9,43,Yes,6,6,43
8622,7,70,Yes,4,1,58
8623,7,55,No,5,3,45
8624,8,90,Yes,5,3,81
8625,5,49,No,9,7,36
8626,5,77,Yes,6,9,64
8627,1,87,No,8,2,57
8628,9,49,Yes,7,1,46
8629,6,84,Yes,8,8,76
8630,9,48,Yes,7,3,43
8631,3,78,No,7,8,58
8632,5,75,No,8,5,61
8633,2,90,Yes,9,0,72
8634,5,97,No,5,2,82
8635,8,75,No,7,6,69
8636,2,58,Yes,9,8,35
8637,8,99,Yes,6,7,91
8638,4,58,Yes,6,4,40
8639,1,51,No,7,7,26
8640,5,52,Yes,5,1,34
8641,1,64,No,7,2,35
8642,7,75,No,6,7,67
8643,8,64,No,6,8,60
8644,3,67,Yes,8,9,48
8645,3,81,Yes,5,7,62
8646,7,92,No,8,3,84
8647,4,78,No,9,5,67
8648,3,69,Yes,9,4,50
8649,8,44,Yes,9,3,42
8650,3,56,Yes,4,8,37
8651,7,57,Yes,9,9,50
8652,2,82,Yes,7,2,61
8653,1,86,Yes,8,0,61
8654,6,60,Yes,9,6,48
8655,8,61,Yes,5,9,56
8656,1,78,Yes,9,7,54
8657,9,89,No,7,2,86
8658,3,97,Yes,7,2,77
8659,3,96,Yes,7,5,77
8660,4,45,No,7,1,25
8661,1,89,Yes,7,5,67
8662,9,55,Yes,5,4,51
8663,3,41,No,4,6,20
8664,4,90,Yes,6,8,74
8665,1,40,No,4,8,12
8666,4,96,No,6,0,78
8667,1,69,Yes,8,6,48
8668,5,97,No,7,2,79
8669,5,82,No,8,3,66
8670,7,91,No,8,1,82
8671,8,76,No,6,0,67
8672,4,87,Yes,5,9,75
8673,7,62,No,7,2,52
8674,4,40,No,9,9,25
8675,3,58,Yes,8,8,39
8676,6,85,No,4,0,66
8677,4,42,Yes,7,2,24
8678,3,41,No,5,4,17
8679,9,95,Yes,7,2,93
8680,5,76,No,9,3,62
8681,7,56,Yes,9,3,47
8682,6,67,No,8,0,55
8683,5,57,Yes,4,5,41
8684,7,72,Yes,8,6,67
8685,6,54,Yes,5,6,43
8686,2,61,Yes,6,5,42
8687,3,80,Yes,9,6,64
8688,2,66,No,4,2,42
8689,3,94,No,9,4,77
8690,1,76,Yes,5,6,52
8691,8,71,Yes,5,9,62
8692,6,99,No,9,4,90
8693,2,84,No,8,9,60
8694,8,58,Yes,9,1,49
8695,6,67,No,8,5,54
8696,7,67,Yes,9,6,61
8697,1,95,Yes,8,1,67
8698,7,49,Yes,6,9,42
8699,3,59,No,7,7,43
8700,8,64,Yes,7,4,58
8701,6,60,No,8,7,50
8702,4,53,No,8,2,34
8703,8,61,No,6,1,51
8704,9,92,No,7,6,89
8705,2,65,Yes,6,4,41
8706,6,83,Yes,5,4,70
8707,5,50,No,9,7,35
8708,5,94,Yes,7,8,79
8709,3,46,No,8,7,26
8710,8,56,Yes,4,9,46
8711,8,57,Yes,5,1,51
8712,5,46,Yes,9,9,30
8713,8,95,Yes,4,6,88
8714,8,59,Yes,6,4,55
8715,3,77,Yes,9,6,60
8716,2,50,No,6,2,26
8717,9,83,Yes,6,3,85
8718,2,97,Yes,8,,76
8719,9,55,Yes,6,1,53
8720,4,90,No,4,1,70
8721,2,94,Yes,5,0,64
8722,1,66,Yes,8,0,41
8723,4,90,Yes,5,0,73
8724,9,50,No,6,5,47
8725,9,55,Yes,7,4,49
8726,4,62,No,9,9,53
8727,9,99,No,8,7,95
8728,6,98,Yes,6,4,87
8729,1,51,Yes,8,0,26
8730,6,98,No,7,7,89
8731,9,79,No,4,5,73
8732,2,42,Yes,4,7,19
8733,6,41,Yes,9,1,33
8734,2,99,No,4,9,75
8735,4,77,No,7,7,59
8736,8,87,No,5,5,79
8737,7,91,No,7,0,82
8738,9,63,Yes,7,0,58
8739,7,68,No,6,9,61
8740,1,86,,4,4,59
8741,2,85,No,8,6,63
8742,6,73,No,9,3,60
8743,7,59,Yes,5,9,55
8744,3,57,Yes,8,4,38
8745,9,53,Yes,6,9,49
8746,7,57,Yes,6,2,48
8747,6,41,No,5,1,24
8748,6,40,Yes,8,1,27
8749,1,59,Yes,5,4,34
8750,5,73,Yes,5,3,59
8751,3,80,No,4,1,60
8752,7,80,No,8,4,75
8753,3,87,Yes,4,9,67
8754,5,50,No,4,8,36
8755,7,66,No,9,7,60
8756,3,62,Yes,4,8,43
8757,2,77,No,7,8,52
8758,6,83,Yes,6,7,73
8759,8,42,Yes,6,8,36
8760,4,51,Yes,7,3,37
8761,9,69,No,5,7,66
8762,8,70,Yes,8,1,64
8763,7,62,No,8,8,54
8764,7,40,No,8,8,31
8765,3,80,No,4,2,59
8766,6,59,No,8,5,49
8767,5,93,Yes,8,6,80
8768,1,45,Yes,8,2,19
8769,3,50,No,6,4,27
8770,1,74,Yes,7,0,51
8771,4,43,No,9,2,25
8772,3,68,No,5,7,48
8773,4,98,Yes,7,2,82
8774,9,49,No,8,7,47
8775,3,90,Yes,5,8,70
8776,6,68,No,5,5,57
8777,6,77,No,7,6,69
8778,7,40,No,7,5,32
8779,9,79,No,7,7,78
8780,7,47,Yes,9,6,41
8781,1,96,No,7,9,72
8782,8,77,No,9,0,71
8783,5,56,Yes,4,2,44
8784,9,58,No,6,2,57
8785,5,72,No,9,2,57
8786,5,54,No,6,3,41
8787,2,84,No,8,0,62
8788,3,70,No,4,1,48
8789,9,60,No,5,4,59
8790,7,42,Yes,7,5,34
8791,1,41,No,8,8,17
8792,3,74,Yes,5,1,54
8793,2,80,No,6,8,55
8794,1,98,Yes,5,6,73
8795,9,55,Yes,7,8,50
8796,8,95,Yes,7,3,91
8797,5,84,Yes,9,6,73
8798,2,90,No,9,0,70
8799,1,98,No,6,7,74
8800,7,89,No,7,6,86
8801,2,60,Yes,4,6,34
8802,1,51,Yes,8,1,25
8803,2,67,Yes,6,9,47
8804,7,51,Yes,6,8,45
8805,7,72,Yes,5,7,62
8806,6,59,Yes,6,0,49
8807,5,79,Yes,8,0,62
8808,3,88,No,4,4,65
8809,3,60,Yes,5,1,40
8810,9,99,No,8,0,97
8811,4,91,No,9,9,79
8812,9,93,Yes,6,7,93
8813,4,78,Yes,7,3,60
8814,2,80,Yes,9,1,61
8815,4,88,Yes,7,4,73
8816,6,98,No,8,5,89
8817,6,81,Yes,4,7,71
8818,5,75,No,7,6,61
8819,1,61,Yes,8,6,39
8820,3,65,No,5,0,44
8821,5,46,No,6,2,32
8822,6,46,No,4,2,35
8823,1,47,No,4,6,20
8824,9,65,No,5,1,62
8825,3,63,Yes,4,9,42
8826,3,63,Yes,8,6,43
8827,2,79,Yes,4,8,56
8828,8,87,No,4,0,79
8829,3,51,Yes,4,1,30
8830,6,86,No,8,5,73
8831,2,47,No,9,1,25
8832,7,93,Yes,6,1,84
8833,4,48,No,7,4,27
8834,9,42,Yes,9,6,41
8835,9,93,No,4,3,92
8836,7,60,Yes,5,5,53
8837,8,70,No,5,2,63
8838,3,87,Yes,8,3,67
8839,5,86,Yes,6,3,74
8840,2,63,No,4,3,37
8841,7,43,No,8,0,33
8842,8,59,No,7,3,58
8843,9,55,Yes,6,3,55
8844,7,49,Yes,6,5,40
8845,8,82,No,8,8,79
8846,9,65,Yes,9,9,68
8847,6,68,Yes,5,5,57
8848,2,44,No,9,5,20
8849,2,50,Yes,6,6,28
8850,4,68,Yes,5,6,50
8851,9,84,Yes,6,0,80
8852,7,54,No,6,7,44
8853,2,45,Yes,6,0,19
8854,8,87,No,7,8,81
8855,7,54,Yes,5,3,46
8856,9,82,Yes,7,8,83
8857,8,59,Yes,5,7,58
8858,3,73,Yes,7,8,53
8859,1,99,Yes,7,5,73
8860,2,99,No,7,8,79
8861,2,41,Yes,8,3,15
8862,4,83,Yes,7,2,62
8863,6,55,Yes,9,2,46
8864,4,58,Yes,9,7,41
8865,9,73,No,6,1,68
8866,4,88,Yes,4,5,72
8867,6,53,Yes,7,8,43
8868,6,63,Yes,4,8,51
8869,1,67,Yes,4,7,38
8870,8,87,No,6,7,80
8871,3,71,No,4,0,48
8872,6,76,Yes,4,6,63
8873,3,49,Yes,9,0,31
8874,2,88,Yes,4,8,66
8875,5,84,Yes,5,2,69
8876,1,87,Yes,7,0,62
8877,9,48,No,7,7,49
8878,7,63,No,4,6,54
8879,3,75,Yes,6,1,57
8880,4,95,Yes,5,6,77
8881,6,68,Yes,6,4,56
8882,3,99,No,6,6,79
8883,7,68,Yes,4,9,60
8884,6,97,Yes,8,6,88
8885,9,87,No,4,1,83
8886,5,62,No,9,1,43
8887,4,66,Yes,8,6,48
8888,3,70,Yes,5,2,50
8889,1,82,Yes,8,3,61
8890,3,46,Yes,4,6,24
8891,3,88,No,4,1,71
8892,7,93,No,6,1,81
8893,7,84,Yes,4,8,76
8894,1,43,No,9,0,17
8895,3,53,Yes,4,2,30
8896,8,81,No,7,9,78
8897,9,81,Yes,7,3,78
8898,7,49,Yes,6,4,37
8899,7,98,No,8,2,86
8900,8,83,No,8,8,77
8901,6,73,No,7,4,63
8902,3,65,No,9,6,46
8903,1,62,No,5,6,38
8904,7,48,Yes,9,8,41
8905,1,76,Yes,7,1,51
8906,1,47,No,9,2,24
8907,9,92,Yes,5,3,88
8908,7,53,Yes,8,7,50
8909,4,46,Yes,7,0,30
8910,6,46,Yes,4,8,32
8911,1,48,No,5,4,18
8912,7,42,Yes,5,3,29
8913,6,53,Yes,5,7,41
8914,4,56,Yes,8,8,37
8915,7,89,Yes,9,2,85
8916,3,83,No,6,3,67
8917,1,61,,4,0,30
8918,4,85,Yes,7,2,69
8919,3,65,Yes,9,9,43
8920,1,97,No,5,4,72
8921,2,67,No,8,7,47
8922,5,84,Yes,5,0,69
8923,8,53,Yes,9,0,48
8924,1,48,No,7,2,20
8925,4,90,Yes,4,8,73
8926,4,65,No,5,8,49
8927,5,41,Yes,8,0,26
8928,7,50,Yes,8,3,44
8929,8,56,No,6,7,49
8930,6,73,Yes,8,1,61
8931,1,58,Yes,6,3,28
8932,7,78,Yes,4,6,74
8933,3,57,No,7,6,33
8934,6,52,No,6,4,42
8935,8,44,Yes,5,6,39
8936,7,89,Yes,9,5,82
8937,6,62,Yes,5,1,48
8938,9,97,Yes,7,8,95
8939,9,95,No,8,4,92
8940,1,63,No,9,1,36
8941,1,68,No,5,5,37
8942,1,87,Yes,9,9,65
8943,8,86,Yes,6,4,82
8944,7,47,No,7,1,37
8945,3,65,Yes,5,9,45
8946,2,54,Yes,8,9,34
8947,4,96,No,9,6,78
8948,3,40,Yes,8,9,18
8949,7,67,No,9,1,59
8950,8,88,Yes,5,6,82
8951,6,86,Yes,7,5,75
8952,3,85,Yes,4,3,65
8953,6,53,Yes,5,3,40
8954,2,81,Yes,8,5,60
8955,7,73,No,4,8,67
8956,7,98,No,7,9,95
8957,4,70,Yes,8,5,56
8958,8,45,Yes,7,5,35
8959,4,88,No,9,0,73
8960,7,44,No,5,4,37
8961,4,70,Yes,7,0,53
8962,5,76,No,8,8,62
8963,7,54,No,5,9,44
8964,3,54,No,8,3,36
8965,5,91,Yes,8,1,76
8966,3,82,No,4,8,60
8967,5,44,No,6,5,28
8968,3,67,No,7,9,48
8969,7,72,No,7,2,62
8970,1,50,Yes,4,1,19
8971,9,82,No,9,5,80
8972,9,45,No,7,9,46
8973,5,62,No,4,5,47
8974,9,79,Yes,7,8,79
8975,6,41,Yes,7,4,27
8976,5,54,Yes,8,8,43
8977,3,62,No,4,4,43
8978,8,61,No,9,1,56
8979,4,48,No,7,0,27
8980,3,86,Yes,9,8,70
8981,6,79,No,6,9,70
8982,8,69,No,4,6,61
8983,9,55,Yes,4,2,53
8984,6,98,No,4,5,87
8985,5,85,No,8,9,68
8986,2,86,Yes,4,3,61
8987,2,91,Yes,8,8,70
8988,9,69,Yes,6,1,65
8989,2,84,Yes,5,3,61
8990,2,48,Yes,8,0,27
8991,3,40,No,7,6,22
8992,3,98,Yes,4,3,81
8993,4,77,No,5,4,60
8994,7,47,No,8,0,41
8995,9,98,Yes,9,1,98
8996,2,98,Yes,9,3,79
8997,4,91,No,7,1,77
8998,9,57,No,5,0,51
8999,2,66,No,6,9,43
9000,1,57,Yes,,0,27
9001,8,71,No,9,5,69
9002,9,97,Yes,9,1,98
9003,7,88,No,8,2,80
9004,8,71,No,9,4,68
9005,4,92,No,6,2,76
9006,4,87,Yes,9,5,72
9007,2,84,Yes,8,6,64
9008,8,93,No,4,9,87
9009,2,75,No,9,5,53
9010,9,75,No,8,1,71
9011,4,60,Yes,4,8,40
9012,1,85,Yes,9,1,58
9013,4,71,Yes,9,5,55
9014,3,70,Yes,8,8,50
9015,6,76,Yes,7,8,64
9016,7,55,No,7,1,44
9017,8,85,No,5,8,79
9018,2,85,No,7,7,65
9019,6,53,Yes,6,6,37
9020,6,96,No,5,7,85
9021,5,63,Yes,7,9,48
9022,7,64,Yes,4,7,55
9023,3,85,No,8,0,64
9024,4,90,No,7,8,74
9025,9,74,Yes,4,5,67
9026,4,56,Yes,5,0,38
9027,3,85,No,8,0,65
9028,2,81,Yes,7,6,60
9029,5,84,Yes,5,9,72
9030,4,93,Yes,7,1,73
9031,8,43,No,5,5,34
9032,7,50,Yes,7,4,45
9033,6,86,Yes,4,4,75
9034,2,54,Yes,6,9,28
9035,3,69,Yes,4,5,48
9036,9,63,Yes,8,7,64
9037,9,41,Yes,7,4,42
9038,5,82,Yes,6,7,72
9039,3,73,No,6,4,52
9040,2,62,No,8,9,40
9041,8,70,No,8,5,61
9042,6,76,Yes,6,7,66
9043,7,52,No,8,1,43
9044,1,72,No,8,6,49
9045,1,46,Yes,7,2,16
9046,2,71,No,4,8,46
9047,3,46,Yes,9,9,28
9048,1,81,Yes,5,6,57
9049,5,77,Yes,6,2,62
9050,3,91,No,5,7,76
9051,1,83,Yes,6,9,56
9052,8,52,No,6,1,44
9053,6,63,Yes,4,9,49
9054,9,67,Yes,6,7,64
9055,3,71,No,6,6,52
9056,9,82,Yes,4,4,79
9057,9,57,No,8,3,52
9058,1,73,Yes,9,9,52
9059,3,87,Yes,5,9,71
9060,6,73,Yes,6,0,59
9061,8,90,Yes,4,3,90
9062,4,77,Yes,6,5,58
9063,5,40,Yes,4,5,25
9064,9,82,Yes,5,1,78
9065,6,89,Yes,7,8,77
9066,7,81,No,8,0,73
9067,7,70,No,7,3,61
9068,4,89,No,4,3,71
9069,4,99,Yes,6,1,82
9070,4,40,No,8,7,25
9071,5,90,No,5,1,76
9072,5,55,Yes,9,1,39
9073,8,97,No,8,1,91
9074,9,78,Yes,6,0,73
9075,2,54,No,7,4,34
9076,7,72,No,4,3,64
9077,1,62,No,7,1,36
9078,1,92,No,8,0,67
9079,4,80,No,9,0,63
9080,7,73,Yes,6,1,64
9081,2,56,No,4,0,29
9082,2,64,Yes,6,8,41
9083,1,95,No,6,1,70
9084,2,81,Yes,9,2,57
9085,7,45,No,8,8,36
9086,9,70,No,7,4,67
9087,6,44,No,6,7,29
9088,2,79,No,6,6,58
9089,9,79,No,6,5,77
9090,7,69,Yes,4,1,60
9091,1,44,No,6,3,16
9092,9,51,No,6,8,50
9093,2,46,Yes,8,6,25
9094,4,84,No,6,2,68
9095,9,52,No,9,5,52
9096,4,88,No,9,7,72
9097,3,43,No,6,7,21
9098,1,89,No,9,7,63
9099,7,81,Yes,8,7,74
9100,6,42,No,4,9,24
9101,4,51,Yes,9,5,33
9102,6,40,No,9,9,29
9103,6,66,No,7,2,53
9104,4,82,Yes,8,8,68
9105,6,89,No,9,2,75
9106,8,52,No,4,3,41
9107,3,56,Yes,7,9,34
9108,4,47,No,6,0,29
9109,1,71,No,8,1,44
9110,4,59,Yes,9,5,42
9111,9,90,Yes,6,0,90
9112,8,56,No,8,8,52
9113,4,73,No,7,7,55
9114,7,74,No,9,1,63
9115,3,74,Yes,4,1,56
9116,9,77,Yes,8,7,76
9117,4,81,No,4,7,62
9118,2,63,No,6,0,39
9119,5,93,No,6,4,78
9120,2,57,Yes,7,1,35
9121,6,89,Yes,7,0,74
9122,1,85,Yes,5,2,58
9123,6,87,No,5,2,72
9124,4,78,No,7,9,62
9125,3,72,No,9,8,52
9126,2,88,Yes,6,9,65
9127,7,62,No,4,0,50
9128,9,64,Yes,7,1,61
9129,3,76,No,9,8,57
9130,6,66,Yes,4,4,51
9131,9,40,No,5,8,37
9132,2,60,No,4,5,40
9133,7,98,Yes,7,9,91
9134,5,88,No,6,9,77
9135,5,49,Yes,7,2,31
9136,7,70,No,8,7,61
9137,9,83,No,9,8,85
9138,4,64,No,9,1,47
9139,9,59,Yes,9,8,57
9140,9,96,No,8,3,95
9141,4,41,Yes,8,7,23
9142,3,94,No,6,4,74
9143,2,87,No,9,5,67
9144,9,54,Yes,7,3,52
9145,2,67,No,8,4,50
9146,6,52,No,7,0,38
9147,5,89,Yes,5,2,76
9148,5,99,Yes,9,3,88
9149,4,91,No,8,0,73
9150,6,93,Yes,8,2,81
9151,5,53,Yes,6,3,41
9152,4,89,No,7,8,72
9153,9,41,Yes,6,2,39
9154,6,73,Yes,6,2,62
9155,3,74,No,7,3,54
9156,6,76,Yes,5,8,68
9157,1,64,Yes,7,8,40
9158,5,87,No,5,0,72
9159,6,93,No,6,7,83
9160,8,54,Yes,5,9,49
9161,9,51,No,9,0,47
9162,3,48,Yes,5,1,27
9163,2,97,Yes,5,9,76
9164,4,70,Yes,8,4,55
9165,8,53,Yes,8,5,49
9166,8,68,No,6,1,69
9167,3,92,No,7,9,72
9168,4,87,Yes,5,4,66
9169,3,82,No,9,2,62
9170,2,77,Yes,8,6,55
9171,4,81,Yes,7,0,65
9172,6,99,No,9,4,88
9173,5,47,No,5,2,32
9174,3,87,Yes,7,1,66
9175,2,42,No,9,2,20
9176,9,41,Yes,4,9,35
9177,1,55,No,9,3,30
9178,9,58,No,9,1,54
9179,1,69,Yes,5,1,42
9180,7,80,No,7,2,67
9181,6,55,No,5,1,43
9182,7,70,Yes,5,5,60
9183,3,93,Yes,4,1,72
9184,3,97,Yes,9,0,79
9185,1,67,Yes,7,7,41
9186,4,43,Yes,6,9,25
9187,2,49,Yes,8,3,23
9188,8,90,No,5,1,82
9189,3,84,Yes,5,3,67
9190,7,57,Yes,5,1,48
9191,7,86,Yes,5,4,74
9192,9,71,No,8,6,70
9193,6,69,Yes,6,5,60
9194,1,75,Yes,4,1,46
9195,8,48,No,6,3,41
9196,1,75,No,8,7,50
9197,3,68,Yes,7,6,49
9198,5,55,No,4,6,40
9199,8,67,No,4,3,61
9200,9,60,Yes,7,0,56
9201,7,86,Yes,9,6,82
9202,9,95,Yes,5,5,88
9203,3,41,No,8,7,19
9204,5,99,Yes,7,4,89
9205,8,98,No,6,7,92
9206,1,85,Yes,6,9,62
9207,8,74,No,9,7,70
9208,7,93,Yes,7,8,88
9209,1,67,No,8,0,42
9210,6,94,Yes,9,2,89
9211,1,75,Yes,9,5,51
9212,2,70,Yes,9,3,48
9213,5,72,No,4,7,59
9214,2,62,No,4,9,40
9215,1,99,Yes,5,0,71
9216,6,80,No,8,4,71
9217,8,56,Yes,6,3,50
9218,8,85,No,6,0,78
9219,8,88,Yes,5,9,84
9220,6,40,No,6,5,29
9221,3,81,No,9,9,63
9222,1,62,No,5,2,34
9223,2,87,No,5,4,68
